date,country,state,fips,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,actuals.hospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.canCommunityLevel,Class
2021-09-20,US,AK,2,iso1:us#iso2:us-ak,101698.0,457.0,155174.0,2890832.0,235.0,1375.0,985.0,198.0,130.0,114.0,46.0,2108.0,1025415.0,413884.0,360262.0,0.104,113.7,0.06,1.14,0.1,0.88,5,0.566,0.492,5.0,769334.0,5,3,0.0,0.0,795.6,0.144,188.0,25.7,2.0,0
2021-09-21,US,AK,2,iso1:us#iso2:us-ak,102551.0,463.0,156326.0,2902092.0,235.0,1381.0,1009.0,216.0,131.0,105.0,46.0,853.0,1025835.0,414037.0,360740.0,0.101,116.9,0.05,1.13,0.1,0.8,5,0.566,0.493,6.0,769981.0,5,3,0.0,0.0,818.0,0.156,186.0,25.4,2.0,0
2021-09-22,US,AK,2,iso1:us#iso2:us-ak,103795.0,464.0,157483.0,2912758.0,235.0,1592.0,1193.0,215.0,127.0,114.0,44.0,1244.0,1027135.0,414509.0,362250.0,0.099,119.9,0.05,1.12,0.1,0.9,5,0.567,0.495,1.0,772176.0,5,3,0.0,0.0,839.2,0.135,179.0,24.5,2.0,0
2021-09-23,US,AK,2,iso1:us#iso2:us-ak,105110.0,471.0,158564.0,2922188.0,235.0,1606.0,1223.0,227.0,128.0,113.0,47.0,1315.0,1032665.0,415478.0,363764.0,0.1,125.0,0.05,1.11,0.1,0.88,5,0.568,0.497,7.0,775149.0,5,3,0.0,0.0,875.1,0.141,188.0,25.7,2.0,0
2021-09-25,US,AK,2,iso1:us#iso2:us-ak,106888.0,515.0,159997.0,2934394.0,235.0,1574.0,1172.0,231.0,129.0,114.0,49.0,0.0,1043135.0,415735.0,364112.0,0.1,154.8,0.05,1.08,0.1,0.88,5,0.568,0.498,0.0,775688.0,5,3,0.0,0.0,1083.8,0.147,182.0,24.9,2.0,0
2021-09-26,US,AK,2,iso1:us#iso2:us-ak,106888.0,515.0,160586.0,2938755.0,235.0,1554.0,1130.0,212.0,127.0,107.0,44.0,0.0,1044305.0,415883.0,364282.0,0.101,167.1,0.05,1.06,0.1,0.84,5,0.568,0.498,0.0,775975.0,5,3,0.0,0.0,1169.9,0.136,171.0,23.4,2.0,0
2021-09-27,US,AK,2,iso1:us#iso2:us-ak,110887.0,535.0,162053.0,2950939.0,235.0,1361.0,988.0,212.0,130.0,110.0,47.0,3999.0,1044305.0,417709.0,368423.0,0.103,179.4,0.04,1.04,0.1,0.85,5,0.571,0.504,20.0,786285.0,5,3,0.0,0.0,1256.1,0.156,174.0,23.8,2.0,0
2021-09-28,US,AK,2,iso1:us#iso2:us-ak,111572.0,545.0,163182.0,2961729.0,235.0,1378.0,1034.0,217.0,130.0,111.0,45.0,685.0,1048375.0,417974.0,368741.0,0.103,176.2,0.04,1.02,0.1,0.85,5,0.571,0.504,10.0,787670.0,5,3,0.0,0.0,1233.1,0.157,170.0,23.2,2.0,0
2021-09-29,US,AK,2,iso1:us#iso2:us-ak,112568.0,549.0,164358.0,2971635.0,235.0,1576.0,1183.0,215.0,132.0,110.0,45.0,996.0,1055125.0,418566.0,369526.0,0.105,171.3,0.04,1.0,0.1,0.83,5,0.572,0.505,4.0,790277.0,5,3,0.0,0.0,1199.2,0.136,167.0,22.8,2.0,0
2021-09-30,US,AK,2,iso1:us#iso2:us-ak,113835.0,559.0,165332.0,2980393.0,235.0,1578.0,1136.0,207.0,127.0,109.0,43.0,1267.0,1058945.0,419056.0,370114.0,0.104,170.4,0.04,0.98,0.1,0.86,5,0.573,0.506,10.0,792368.0,5,3,0.0,0.0,1192.7,0.131,159.0,21.7,2.0,0
2021-10-01,US,AK,2,iso1:us#iso2:us-ak,114867.0,560.0,166223.0,2988673.0,235.0,1574.0,1134.0,228.0,134.0,106.0,41.0,1032.0,1062155.0,419730.0,370883.0,0.103,155.8,0.04,0.97,0.1,0.79,5,0.574,0.507,1.0,794992.0,5,3,0.0,0.0,1090.7,0.145,162.0,22.1,2.0,0
2021-10-02,US,AK,2,iso1:us#iso2:us-ak,114867.0,560.0,166751.0,2992783.0,235.0,1574.0,1156.0,229.0,124.0,112.0,40.0,0.0,1069475.0,420423.0,371493.0,0.104,144.3,0.04,0.95,0.1,0.9,5,0.575,0.508,0.0,798038.0,5,3,0.0,0.0,1010.2,0.145,160.0,21.9,2.0,0
2021-10-03,US,AK,2,iso1:us#iso2:us-ak,114867.0,560.0,167347.0,2997045.0,235.0,1567.0,1133.0,228.0,127.0,108.0,41.0,0.0,1075325.0,420472.0,371510.0,0.104,132.8,0.04,0.94,0.1,0.85,5,0.575,0.508,0.0,798055.0,5,3,0.0,0.0,929.7,0.146,164.0,22.4,2.0,0
2021-10-13,US,AK,2,iso1:us#iso2:us-ak,124942.0,594.0,178349.0,3080178.0,235.0,1602.0,1229.0,225.0,130.0,109.0,35.0,1226.0,1095895.0,424831.0,375482.0,0.118,119.8,0.05,0.94,0.1,0.84,5,0.581,0.513,0.0,818386.0,5,3,0.0,0.0,838.4,0.14,177.0,24.2,2.0,0
2021-10-14,US,AK,2,iso1:us#iso2:us-ak,125909.0,596.0,179418.0,3087622.0,235.0,1599.0,1198.0,216.0,134.0,108.0,32.0,967.0,1097095.0,425519.0,376113.0,0.12,122.0,0.05,0.94,0.1,0.81,5,0.582,0.514,2.0,820703.0,5,3,0.0,0.0,853.9,0.135,179.0,24.5,2.0,0
2021-10-15,US,AK,2,iso1:us#iso2:us-ak,126893.0,599.0,180466.0,3094833.0,235.0,1596.0,1173.0,221.0,132.0,99.0,33.0,984.0,1108945.0,426234.0,376935.0,0.122,124.9,0.05,0.94,0.1,0.75,5,0.583,0.515,3.0,823566.0,5,3,0.0,0.0,874.5,0.138,182.0,24.9,2.0,0
2021-10-16,US,AK,2,iso1:us#iso2:us-ak,126893.0,599.0,180970.0,3098176.0,235.0,1586.0,1152.0,222.0,133.0,111.0,38.0,0.0,1110405.0,426807.0,377834.0,0.12,120.7,0.05,0.94,0.1,0.83,5,0.583,0.516,0.0,827164.0,5,3,0.0,0.0,844.6,0.14,188.0,25.7,2.0,0
2021-10-17,US,AK,2,iso1:us#iso2:us-ak,126893.0,599.0,181472.0,3101719.0,235.0,1598.0,1167.0,221.0,133.0,117.0,38.0,0.0,1109985.0,426843.0,377858.0,0.121,116.4,0.05,0.94,0.1,0.88,5,0.583,0.517,0.0,827193.0,5,3,0.0,0.0,814.8,0.138,181.0,24.7,2.0,0
2021-10-19,US,AK,2,iso1:us#iso2:us-ak,129713.0,665.0,183880.0,3121359.0,235.0,1439.0,1084.0,206.0,130.0,111.0,41.0,2820.0,1111295.0,428813.0,380362.0,0.117,117.1,0.05,0.94,0.1,0.85,5,0.586,0.52,66.0,844953.0,5,3,0.0,0.0,819.8,0.143,176.0,24.1,2.0,0
2021-10-20,US,AK,2,iso1:us#iso2:us-ak,130527.0,673.0,184941.0,3129849.0,235.0,1625.0,1242.0,240.0,133.0,114.0,43.0,814.0,1120305.0,428865.0,380397.0,0.117,109.1,0.06,0.94,0.1,0.86,5,0.586,0.52,8.0,845003.0,5,3,35701.0,0.049,763.5,0.148,182.0,24.9,2.0,0
2021-10-21,US,AK,2,iso1:us#iso2:us-ak,131547.0,674.0,185808.0,3137035.0,235.0,1622.0,1238.0,231.0,129.0,113.0,44.0,1020.0,1125115.0,429352.0,380783.0,0.115,110.1,0.06,0.93,0.1,0.88,5,0.587,0.521,1.0,847207.0,5,3,37109.0,0.051,770.7,0.142,182.0,24.9,2.0,0
2021-10-23,US,AK,2,iso1:us#iso2:us-ak,132393.0,680.0,187053.0,3147469.0,235.0,1594.0,1187.0,236.0,123.0,113.0,50.0,0.0,1131045.0,431007.0,382206.0,0.11,104.5,0.06,0.92,0.1,0.92,5,0.589,0.522,0.0,852106.0,5,3,39974.0,0.055,731.4,0.148,183.0,25.0,2.0,0
2021-10-25,US,AK,2,iso1:us#iso2:us-ak,134059.0,685.0,188729.0,3161688.0,235.0,1398.0,1062.0,234.0,129.0,107.0,50.0,1666.0,1130765.0,431835.0,383032.0,0.107,98.6,0.05,0.91,0.1,0.83,5,0.59,0.524,5.0,856505.0,5,3,42857.0,0.059,690.5,0.167,193.0,26.4,2.0,0
2021-10-26,US,AK,2,iso1:us#iso2:us-ak,134802.0,696.0,189639.0,3170243.0,235.0,1421.0,1092.0,235.0,129.0,107.0,48.0,743.0,1134615.0,432116.0,383246.0,0.105,99.4,0.06,0.91,0.1,0.83,5,0.591,0.524,11.0,857746.0,5,3,43704.0,0.06,695.7,0.165,203.0,27.7,2.0,0
2022-01-09,US,AK,2,iso1:us#iso2:us-ak,164255.0,956.0,231839.0,3580719.0,235.0,1559.0,1209.0,90.0,132.0,102.0,14.0,0.0,1352405.0,479111.0,414614.0,0.219,86.2,0.07,1.5,0.1,0.77,5,0.655,0.567,0.0,1037875.0,5,3,150222.0,0.205,603.5,0.058,93.0,12.7,2.0,0
2022-01-10,US,AK,2,iso1:us#iso2:us-ak,167509.0,956.0,235648.0,3591714.0,235.0,1503.0,1158.0,82.0,130.0,98.0,10.0,3254.0,1352405.0,479144.0,414621.0,0.231,97.8,0.07,1.48,0.1,0.75,5,0.655,0.567,0.0,1037878.0,5,3,150232.0,0.205,684.3,0.055,94.0,12.8,2.0,0
2022-01-11,US,AK,2,iso1:us#iso2:us-ak,167509.0,956.0,239190.0,3601727.0,235.0,1377.0,1054.0,94.0,132.0,104.0,13.0,0.0,1354905.0,479980.0,415335.0,0.238,141.2,0.07,1.46,0.1,0.79,5,0.656,0.568,0.0,1042208.0,5,3,153023.0,0.209,988.7,0.068,103.0,14.1,2.0,0
2022-01-12,US,AK,2,iso1:us#iso2:us-ak,172018.0,961.0,242670.0,3611393.0,235.0,1569.0,1259.0,119.0,133.0,105.0,11.0,4509.0,1357405.0,480353.0,415674.0,0.243,184.7,0.03,1.43,0.1,0.79,5,0.657,0.568,5.0,1043804.0,5,3,153809.0,0.21,1293.2,0.076,114.0,15.6,2.0,0
2022-01-13,US,AK,2,iso1:us#iso2:us-ak,172018.0,961.0,245967.0,3620649.0,235.0,1550.0,1215.0,110.0,135.0,105.0,10.0,0.0,1360505.0,481140.0,416173.0,0.25,239.0,0.04,1.41,0.1,0.78,5,0.658,0.569,0.0,1045775.0,5,3,155021.0,0.212,1673.1,0.071,102.0,13.9,2.0,0
2022-01-14,US,AK,2,iso1:us#iso2:us-ak,177474.0,963.0,249218.0,3630305.0,235.0,1590.0,1199.0,102.0,133.0,100.0,10.0,5456.0,1362405.0,481333.0,416321.0,0.256,258.1,0.02,1.38,0.1,0.75,5,0.658,0.569,2.0,1046079.0,5,3,155044.0,0.212,1807.0,0.064,106.0,14.5,2.0,0
2021-08-23,US,AL,1,iso1:us#iso2:us-al,663088.0,12000.0,670538.0,4633871.0,404.0,15115.0,11827.0,2963.0,1576.0,1609.0,855.0,2588.0,5863220.0,2358550.0,1793712.0,0.214,82.4,0.02,1.06,0.1,1.02,5,0.481,0.366,0.0,3943465.0,5,3,0.0,0.0,577.0,0.196,2556.0,52.1,2.0,0
2021-08-24,US,AL,1,iso1:us#iso2:us-al,663088.0,12000.0,672768.0,4642546.0,404.0,15323.0,12097.0,2914.0,1588.0,1631.0,858.0,0.0,5863220.0,2368289.0,1802279.0,0.215,81.5,0.02,1.05,0.1,1.03,5,0.483,0.368,0.0,3963352.0,5,3,0.0,0.0,570.7,0.19,2533.0,51.7,2.0,0
2021-08-25,US,AL,1,iso1:us#iso2:us-al,663088.0,12000.0,678324.0,4659997.0,404.0,15285.0,12381.0,3044.0,1598.0,1635.0,845.0,0.0,5889060.0,2370282.0,1803904.0,0.224,79.3,0.03,1.05,0.1,1.02,5,0.483,0.368,0.0,3966712.0,5,3,0.0,0.0,555.4,0.199,2549.0,52.0,2.0,0
2021-08-26,US,AL,1,iso1:us#iso2:us-al,674230.0,12103.0,683037.0,4679440.0,404.0,15451.0,12372.0,2979.0,1602.0,1625.0,864.0,11142.0,5962240.0,2380869.0,1813256.0,0.225,78.8,0.02,1.05,0.1,1.01,5,0.486,0.37,103.0,3988529.0,5,3,0.0,0.0,551.8,0.193,2552.0,52.0,2.0,0
2021-08-27,US,AL,1,iso1:us#iso2:us-al,679263.0,12153.0,687227.0,4697673.0,404.0,15281.0,12256.0,3094.0,1589.0,1640.0,869.0,5033.0,6045390.0,2399704.0,1838347.0,0.219,82.4,0.02,1.04,0.1,1.03,5,0.489,0.375,50.0,4044688.0,5,3,0.0,0.0,576.9,0.202,2577.0,52.6,2.0,0
2021-08-28,US,AL,1,iso1:us#iso2:us-al,685453.0,12219.0,690548.0,4710140.0,404.0,15223.0,11917.0,3054.0,1579.0,1634.0,869.0,6190.0,6085890.0,2415007.0,1850031.0,0.22,82.4,0.02,1.03,0.1,1.03,5,0.493,0.377,66.0,4072870.0,5,3,0.0,0.0,576.5,0.201,2542.0,51.8,2.0,0
2021-08-29,US,AL,1,iso1:us#iso2:us-al,688886.0,12222.0,692877.0,4718364.0,404.0,15221.0,11769.0,3066.0,1582.0,1623.0,895.0,3433.0,6102830.0,2426453.0,1860445.0,0.219,82.7,0.02,1.03,0.1,1.03,5,0.495,0.379,3.0,4097445.0,5,3,0.0,0.0,578.9,0.201,2536.0,51.7,2.0,0
2021-08-30,US,AL,1,iso1:us#iso2:us-al,691958.0,12222.0,696719.0,4729081.0,404.0,15209.0,11968.0,3116.0,1577.0,1626.0,906.0,3072.0,6102130.0,2432879.0,1868344.0,0.216,84.1,0.02,1.02,0.1,1.03,5,0.496,0.381,0.0,4112942.0,5,3,0.0,0.0,588.8,0.205,2611.0,53.3,2.0,0
2021-08-31,US,AL,1,iso1:us#iso2:us-al,697164.0,12283.0,701117.0,4745012.0,404.0,15234.0,12213.0,3084.0,1577.0,1641.0,888.0,5206.0,6127400.0,2442247.0,1880276.0,0.217,88.5,0.02,1.01,0.1,1.04,5,0.498,0.383,61.0,4136247.0,5,3,0.0,0.0,619.2,0.202,2635.0,53.7,2.0,0
2021-09-01,US,AL,1,iso1:us#iso2:us-al,701855.0,12291.0,705876.0,4763656.0,404.0,15330.0,12394.0,3100.0,1582.0,1652.0,894.0,4691.0,6151970.0,2444342.0,1882050.0,0.21,91.3,0.01,1.0,0.1,1.04,5,0.499,0.384,8.0,4139337.0,5,3,0.0,0.0,639.2,0.202,2614.0,53.3,2.0,0
2021-09-02,US,AL,1,iso1:us#iso2:us-al,707167.0,12330.0,710101.0,4778759.0,404.0,15286.0,12408.0,3072.0,1581.0,1678.0,881.0,5312.0,6218000.0,2452547.0,1891063.0,0.214,96.0,0.02,0.99,0.1,1.06,5,0.5,0.386,39.0,4158442.0,5,3,0.0,0.0,671.7,0.201,2639.0,53.8,2.0,0
2021-09-03,US,AL,1,iso1:us#iso2:us-al,712295.0,12394.0,714382.0,4793184.0,404.0,15389.0,12197.0,2989.0,1577.0,1664.0,877.0,5128.0,6259550.0,2461343.0,1900876.0,0.221,96.2,0.02,0.98,0.1,1.06,5,0.502,0.388,64.0,4178419.0,5,3,0.0,0.0,673.7,0.194,2592.0,52.9,2.0,0
2021-09-04,US,AL,1,iso1:us#iso2:us-al,716715.0,12414.0,716972.0,4803472.0,404.0,15008.0,11714.0,2988.0,1585.0,1639.0,882.0,4420.0,6294440.0,2474109.0,1915710.0,0.221,91.1,0.02,0.97,0.1,1.03,5,0.505,0.391,20.0,4209610.0,5,3,0.0,0.0,637.6,0.199,2686.0,54.8,2.0,0
2021-09-05,US,AL,1,iso1:us#iso2:us-al,719557.0,12415.0,718789.0,4810347.0,404.0,15160.0,11783.0,3004.0,1576.0,1648.0,852.0,2842.0,6294340.0,2477098.0,1919114.0,0.22,89.4,0.02,0.96,0.1,1.05,5,0.505,0.391,1.0,4216512.0,5,3,0.0,0.0,625.5,0.198,2673.0,54.5,2.0,0
2021-09-06,US,AL,1,iso1:us#iso2:us-al,722123.0,12416.0,720503.0,4815038.0,404.0,15111.0,11770.0,3063.0,1571.0,1615.0,826.0,2566.0,6294340.0,2482272.0,1925770.0,0.217,87.9,0.02,0.95,0.1,1.03,5,0.506,0.393,1.0,4229402.0,5,3,0.0,0.0,615.2,0.203,2626.0,53.6,2.0,0
2021-09-07,US,AL,1,iso1:us#iso2:us-al,724795.0,12420.0,723690.0,4824795.0,404.0,15159.0,11862.0,3023.0,1571.0,1613.0,843.0,2672.0,6294340.0,2485579.0,1930090.0,0.221,80.5,0.02,0.94,0.1,1.03,5,0.507,0.394,4.0,4237710.0,5,3,0.0,0.0,563.5,0.199,2533.0,51.7,2.0,0
2021-09-08,US,AL,1,iso1:us#iso2:us-al,729586.0,12488.0,727597.0,4839832.0,404.0,15424.0,12279.0,2875.0,1578.0,1635.0,857.0,4791.0,6299020.0,2491633.0,1938065.0,0.222,80.8,0.02,0.93,0.1,1.04,5,0.508,0.395,68.0,4252635.0,5,3,0.0,0.0,565.6,0.186,2547.0,51.9,2.0,0
2021-09-09,US,AL,1,iso1:us#iso2:us-al,733953.0,12552.0,730834.0,4858142.0,404.0,15238.0,12450.0,2910.0,1580.0,1634.0,831.0,4367.0,6337120.0,2493041.0,1940044.0,0.207,78.0,0.02,0.92,0.1,1.03,5,0.508,0.396,64.0,4255847.0,5,3,0.0,0.0,546.3,0.191,2497.0,50.9,2.0,0
2021-09-10,US,AL,1,iso1:us#iso2:us-al,738753.0,12605.0,733898.0,4873026.0,404.0,15181.0,12391.0,2860.0,1585.0,1626.0,819.0,4800.0,6388850.0,2504656.0,1956859.0,0.196,77.1,0.02,0.91,0.1,1.03,5,0.511,0.399,53.0,4287769.0,5,3,0.0,0.0,539.6,0.188,2498.0,50.9,2.0,0
2021-09-11,US,AL,1,iso1:us#iso2:us-al,743247.0,12673.0,736108.0,4883634.0,404.0,15118.0,11919.0,2796.0,1586.0,1582.0,770.0,4494.0,6427570.0,2506484.0,1959493.0,0.193,77.3,0.02,0.91,0.1,1.0,5,0.511,0.4,68.0,4292244.0,5,3,0.0,0.0,541.1,0.185,2365.0,48.2,2.0,0
2021-09-12,US,AL,1,iso1:us#iso2:us-al,745041.0,12676.0,737636.0,4889912.0,404.0,15069.0,11960.0,2775.0,1579.0,1578.0,757.0,1794.0,6427570.0,2514065.0,1971041.0,0.192,74.2,0.02,0.9,0.1,1.0,3,0.513,0.402,3.0,4313489.0,3,3,0.0,0.0,519.7,0.184,2352.0,48.0,2.0,0
2021-09-13,US,AL,1,iso1:us#iso2:us-al,747733.0,12678.0,740249.0,4899449.0,404.0,14968.0,11819.0,2761.0,1584.0,1586.0,783.0,2692.0,6427570.0,2519696.0,1979070.0,0.19,74.6,0.02,0.89,0.1,1.0,3,0.514,0.404,2.0,4328199.0,3,3,0.0,0.0,522.3,0.184,2238.0,45.6,2.0,0
2021-09-14,US,AL,1,iso1:us#iso2:us-al,751677.0,12718.0,742961.0,4912492.0,404.0,15099.0,12190.0,2636.0,1587.0,1621.0,772.0,3944.0,6447940.0,2516176.0,1980807.0,0.18,78.3,0.02,0.89,0.1,1.02,5,0.513,0.404,40.0,4329528.0,5,3,0.0,0.0,548.3,0.175,2243.0,45.7,2.0,0
2021-09-15,US,AL,1,iso1:us#iso2:us-al,755328.0,12784.0,745696.0,4926630.0,404.0,15253.0,12316.0,2576.0,1585.0,1596.0,767.0,3651.0,6485880.0,2520979.0,1988025.0,0.173,75.0,0.02,0.88,0.1,1.01,3,0.514,0.405,66.0,4342220.0,3,3,0.0,0.0,525.0,0.169,2155.0,44.0,2.0,0
2021-12-31,US,AL,1,iso1:us#iso2:us-al,894049.0,16455.0,849256.0,5784065.0,404.0,15132.0,11332.0,1027.0,1559.0,1325.0,183.0,8051.0,8056140.0,2873131.0,2338278.0,0.33,90.3,0.02,1.51,0.1,0.85,5,0.586,0.477,0.0,5639733.0,5,3,640227.0,0.131,631.8,0.068,933.0,19.0,2.0,0
2022-01-01,US,AL,1,iso1:us#iso2:us-al,894049.0,16455.0,852069.0,5788657.0,404.0,15115.0,10607.0,1103.0,1551.0,1279.0,194.0,0.0,8033920.0,2877538.0,2340996.0,0.34,102.0,0.02,1.48,0.1,0.82,5,0.587,0.477,0.0,5655316.0,5,3,648381.0,0.132,713.7,0.073,1027.0,20.9,2.0,0
2022-01-02,US,AL,1,iso1:us#iso2:us-al,906976.0,16455.0,855134.0,5793560.0,404.0,15079.0,10757.0,1256.0,1549.0,1271.0,200.0,12927.0,8029260.0,2877538.0,2340996.0,0.348,118.3,0.01,1.45,0.1,0.82,5,0.587,0.477,0.0,5655316.0,5,3,648381.0,0.132,827.9,0.083,1154.0,23.5,2.0,0
2022-01-03,US,AL,1,iso1:us#iso2:us-al,911038.0,16455.0,860948.0,5800948.0,404.0,14916.0,10893.0,1285.0,1549.0,1326.0,217.0,4062.0,8027420.0,2881666.0,2343601.0,0.364,125.2,0.01,1.41,0.1,0.86,5,0.588,0.478,0.0,5669320.0,5,3,655288.0,0.134,876.5,0.086,1264.0,25.8,2.0,0
2022-01-04,US,AL,1,iso1:us#iso2:us-al,918610.0,16496.0,868942.0,5812868.0,404.0,14941.0,11244.0,1419.0,1554.0,1374.0,235.0,7572.0,8027420.0,2884819.0,2345599.0,0.377,136.5,0.01,1.38,0.1,0.88,5,0.588,0.478,41.0,5678299.0,5,3,659747.0,0.135,955.4,0.095,1356.0,27.7,2.0,0
2022-01-05,US,AL,1,iso1:us#iso2:us-al,929685.0,16503.0,877356.0,5827774.0,404.0,15118.0,11779.0,1549.0,1552.0,1396.0,268.0,11075.0,8071240.0,2886070.0,2346404.0,0.376,151.3,0.01,1.35,0.1,0.9,5,0.589,0.479,7.0,5681793.0,5,3,661457.0,0.135,1059.4,0.102,1481.0,30.2,2.0,0
2022-01-06,US,AL,1,iso1:us#iso2:us-al,942311.0,16543.0,887261.0,5842976.0,404.0,15136.0,11783.0,1648.0,1548.0,1391.0,278.0,12626.0,8391130.0,2890246.0,2349085.0,0.384,164.1,0.01,1.31,0.1,0.9,5,0.589,0.479,40.0,5695747.0,5,3,668394.0,0.136,1148.5,0.109,1618.0,33.0,2.0,0
2022-01-07,US,AL,1,iso1:us#iso2:us-al,955283.0,16585.0,894116.0,5855637.0,404.0,15162.0,11650.0,1744.0,1550.0,1389.0,313.0,12972.0,8391130.0,2894430.0,2351731.0,0.385,178.4,0.01,1.28,0.1,0.9,5,0.59,0.48,42.0,5710373.0,5,3,676060.0,0.138,1248.9,0.115,1718.0,35.0,2.0,0
2022-01-08,US,AL,1,iso1:us#iso2:us-al,963615.0,16624.0,899526.0,5864090.0,404.0,15180.0,11155.0,1842.0,1593.0,1392.0,327.0,8332.0,8498480.0,2898115.0,2354087.0,0.386,183.9,0.01,1.26,0.1,0.87,5,0.591,0.48,39.0,5723382.0,5,3,683047.0,0.139,1287.0,0.121,1835.0,37.4,2.0,0
2022-01-09,US,AL,1,iso1:us#iso2:us-al,976067.0,16624.0,903975.0,5870444.0,404.0,15169.0,11163.0,1947.0,1579.0,1398.0,360.0,12452.0,8499980.0,2900267.0,2355660.0,0.388,201.3,0.01,1.23,0.1,0.89,5,0.592,0.48,0.0,5731467.0,5,3,687451.0,0.14,1409.1,0.128,1888.0,38.5,2.0,0
2022-01-10,US,AL,1,iso1:us#iso2:us-al,982317.0,16624.0,909595.0,5878265.0,404.0,15016.0,11295.0,2053.0,1566.0,1396.0,389.0,6250.0,8499580.0,2903320.0,2357727.0,0.386,207.7,0.01,1.21,0.1,0.89,5,0.592,0.481,0.0,5742343.0,5,3,693030.0,0.141,1453.7,0.137,2001.0,40.8,2.0,0
2022-01-11,US,AL,1,iso1:us#iso2:us-al,990853.0,16630.0,914415.0,5884543.0,404.0,14901.0,11453.0,2136.0,1553.0,1417.0,404.0,8536.0,8582180.0,2904923.0,2358758.0,0.388,210.5,0.01,1.18,0.1,0.91,5,0.592,0.481,6.0,5747337.0,5,3,695417.0,0.142,1473.4,0.143,2074.0,42.3,2.0,0
2022-01-12,US,AL,1,iso1:us#iso2:us-al,1002057.0,16641.0,916136.0,5886414.0,404.0,15036.0,11702.0,2270.0,1552.0,1433.0,411.0,11204.0,8622020.0,2908943.0,2361490.0,0.398,210.9,0.01,1.16,0.1,0.92,5,0.593,0.482,11.0,5761529.0,5,3,702664.0,0.143,1476.0,0.151,2169.0,44.2,2.0,0
2022-01-13,US,AL,1,iso1:us#iso2:us-al,1002057.0,16641.0,918576.0,5889461.0,404.0,15058.0,11802.0,2381.0,1555.0,1433.0,416.0,0.0,8642820.0,2912053.0,2363643.0,0.403,211.8,0.01,1.14,0.1,0.92,5,0.594,0.482,0.0,5771935.0,5,3,708033.0,0.144,1482.9,0.158,2245.0,45.8,2.0,0
2022-01-14,US,AL,1,iso1:us#iso2:us-al,1002057.0,16641.0,923785.0,5896846.0,404.0,15057.0,11812.0,2514.0,1555.0,1433.0,433.0,0.0,8667990.0,2919436.0,2369558.0,0.419,211.8,0.01,1.12,0.1,0.92,5,0.595,0.483,0.0,5795157.0,5,3,717630.0,0.146,1482.8,0.167,2319.0,47.3,2.0,0
2021-12-31,US,AR,5,iso1:us#iso2:us-ar,566486.0,9148.0,353049.0,3726055.0,790.0,9214.0,6700.0,704.0,925.0,787.0,202.0,3957.0,4989160.0,1892990.0,1545572.0,0.223,82.9,0.06,1.52,0.1,0.85,5,0.627,0.512,17.0,3800300.0,5,3,467409.0,0.155,580.5,0.076,654.0,21.7,2.0,0
2022-01-01,US,AR,5,iso1:us#iso2:us-ar,570641.0,9180.0,355034.0,3732272.0,790.0,9145.0,6377.0,710.0,919.0,765.0,205.0,4155.0,4989160.0,1893069.0,1545587.0,0.232,97.8,0.05,1.5,0.1,0.83,5,0.627,0.512,32.0,3800418.0,5,3,467495.0,0.155,684.3,0.078,703.0,23.3,2.0,0
2022-01-02,US,AR,5,iso1:us#iso2:us-ar,572822.0,9196.0,356758.0,3737653.0,790.0,9108.0,6402.0,743.0,921.0,770.0,212.0,2181.0,4982940.0,1893069.0,1545587.0,0.234,106.1,0.05,1.49,0.1,0.84,5,0.627,0.512,16.0,3800418.0,5,3,467495.0,0.155,742.6,0.082,762.0,25.3,2.0,0
2022-01-03,US,AR,5,iso1:us#iso2:us-ar,574572.0,9221.0,359244.0,3744225.0,790.0,7944.0,5669.0,776.0,921.0,770.0,225.0,1750.0,4981960.0,1893250.0,1545652.0,0.242,109.7,0.05,1.47,0.1,0.84,5,0.627,0.512,25.0,3800426.0,5,3,467569.0,0.155,768.0,0.098,786.0,26.0,2.0,0
2022-01-04,US,AR,5,iso1:us#iso2:us-ar,581134.0,9248.0,363536.0,3753291.0,790.0,8109.0,5975.0,864.0,925.0,782.0,234.0,6562.0,4981960.0,1900699.0,1551015.0,0.26,129.4,0.04,1.44,0.1,0.85,5,0.63,0.514,27.0,3829294.0,5,3,483097.0,0.16,905.5,0.107,835.0,27.7,2.0,0
