,fips,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,actuals.newDeaths,actuals.vaccinesAdministered,actuals.vaccinationsAdditionalDose,actuals.hospitalBeds.weeklyCovidAdmissions,Class
fips,1.0,-0.014147098542116045,-0.09473978115331537,0.04297474667946901,-0.05081905211833359,0.029760484586854385,0.14580252914664044,0.14228716000932692,0.01197644021541682,0.16732529873436797,0.11434303354655106,-0.06409252551057426,0.028597904407147528,0.14982273972204008,0.18802867538528428,0.20478520267021275,-0.011056877426575013,0.19171355155438888,0.07484050313634139,-0.03046832907257815,
actuals.cases,-0.014147098542116045,1.0,0.8489346608261626,0.8458827002789949,0.37142318767326993,0.3584568455192699,0.7588883132181368,0.7427911945591797,0.6415530399848802,0.7558861063213516,0.7343013685829378,0.5043461369716911,0.3353106750926271,0.8173382002581188,0.6997126099962526,0.7082679413192602,0.23384180473078306,0.7647388667791312,0.48973300387600566,0.5951924841047127,
actuals.deaths,-0.09473978115331537,0.8489346608261626,1.0,0.7160727276775907,0.4825246641530863,0.45983409863616875,0.8322373429863523,0.8334263382579898,0.4287138030874638,0.7885730336480672,0.6754287957916335,0.29360009209772786,0.1732503829695749,0.8373304461319809,0.8078156158557764,0.7967548006458431,0.14685852169093513,0.7901592875120946,0.2415538411041221,0.3685508070880675,
actuals.positiveTests,0.04297474667946901,0.8458827002789949,0.7160727276775907,1.0,0.49046566327326424,0.3364562159715205,0.5970355809829555,0.6062387448579323,0.5996200331922004,0.5588921629749882,0.5292215911654321,0.3829289104942468,0.37837360633931755,0.838487766743692,0.7323464092288808,0.7478893656589983,0.19239307424128635,0.8213483192263866,0.6386208702279188,0.5450258562213678,
actuals.negativeTests,-0.05081905211833359,0.37142318767326993,0.4825246641530863,0.49046566327326424,1.0,0.7025639790302755,0.4158611549674338,0.44690352112731013,0.04913068253121892,0.17543155883376527,0.09230399602171223,-0.05104421922839551,0.1550982321276141,0.5818883763002116,0.6225292836141613,0.6476393109577614,-0.026529635106045286,0.6507132176183176,0.3724043125992367,0.06574410023110805,
actuals.contactTracers,0.029760484586854385,0.3584568455192699,0.45983409863616875,0.3364562159715205,0.7025639790302755,1.0,0.5181703485352132,0.4159547951187998,-0.044546408421925116,0.36979068220638284,0.1310965850342438,-0.06831294399345238,0.04429226538203013,0.5231697145800199,0.5949307861147686,0.6270008225003867,-0.08421469630154875,0.5731762717671703,0.12344054669440079,-0.010257797582845615,
actuals.hospitalBeds.capacity,0.14580252914664044,0.7588883132181368,0.8322373429863523,0.5970355809829555,0.4158611549674338,0.5181703485352132,1.0,0.9669273164103377,0.4276384785385304,0.9400760540106625,0.8539032607280626,0.4030204432357095,0.06172238663767712,0.7735682237874966,0.8065234209680275,0.8170054097691806,0.10133662775220954,0.7596094501154274,0.043818997983276035,0.35500387028582,
actuals.hospitalBeds.currentUsageTotal,0.14228716000932692,0.7427911945591797,0.8334263382579898,0.6062387448579323,0.44690352112731013,0.4159547951187998,0.9669273164103377,1.0,0.48445363517239487,0.8859062483552795,0.8791237533253459,0.4359035817567818,0.09446320228841075,0.7968774480116281,0.8274821148506648,0.8244645282109851,0.15926085187670588,0.7788621185030989,0.06844962548990387,0.40284981732488234,
actuals.hospitalBeds.currentUsageCovid,0.01197644021541682,0.6415530399848802,0.4287138030874638,0.5996200331922004,0.04913068253121892,-0.044546408421925116,0.4276384785385304,0.48445363517239487,1.0,0.5030526289955569,0.6579347536803613,0.8296208136928073,0.49502824447602617,0.46928277685164693,0.34726129928518873,0.33837133762633664,0.3296768784337932,0.4138825854853842,0.42420335683913835,0.9642021145826472,
actuals.icuBeds.capacity,0.16732529873436797,0.7558861063213516,0.7885730336480672,0.5588921629749882,0.17543155883376527,0.36979068220638284,0.9400760540106625,0.8859062483552795,0.5030526289955569,1.0,0.895920486681712,0.4803555806488323,0.08504954197097442,0.6900660276877081,0.6931843141266941,0.705913138755756,0.15494655151968986,0.6527193501422431,0.020098384607904134,0.42974707105417226,
